id,Title,Artist,Album,Duration,Media Type
9570,Госпел,Zwyntar,Тисяча Очей,00:03:36,track
9571,Дівча,Zwyntar,Тисяча Очей,00:03:32,track
9572,Диявол Входить У Місто,Zwyntar,Тисяча Очей,00:03:40,track
9573,Мати Темрява,Zwyntar,Тисяча Очей,00:05:25,track
9574,Погана Кров,Zwyntar,Тисяча Очей,00:03:08,track
9575,Янголе Небесний,Zwyntar,Тисяча Очей,00:03:46,track
9576,Трясовина,Zwyntar,Тисяча Очей,00:04:18,track
9577,Ящірка,Zwyntar,Тисяча Очей,00:05:25,track
9578,Інтродукція. Кам'яна Могила,Zwyntar,Тисяча Очей,00:03:30,track
9579,"Tall, Dark, and Handsome",Mozzy Dee,Orale!,00:02:54,track
9580,A Little Devil,The Dead South,Chains & Stakes,00:03:52,track
9581,A Place I Hardly Know,The Dead South,Chains & Stakes,00:04:00,track
9582,Blood On The Mind,The Dead South,Chains & Stakes,00:03:31,track
9583,"Completely, Sweetly",The Dead South,Chains & Stakes,00:03:52,track
9584,The Cured Contessa,The Dead South,Chains & Stakes,00:02:16,track
9585,Father John,The Dead South,Chains & Stakes,00:04:02,track
9586,Tiny Wooden Box,The Dead South,Chains & Stakes,00:04:08,track
9587,Yours To Keep,The Dead South,Chains & Stakes,00:02:33,track
9588,Go Berserk,The Quakes,Western Bop,00:02:29,track
9589,Another Hole In My Heart,The Quakes,Western Bop,00:03:43,track
9590,Tailor Made,The Quakes,Western Bop,00:03:21,track
9591,The Other Side,The Quakes,Western Bop,00:03:58,track
9592,Tears Have To Fall,The Quakes,Western Bop,00:03:53,track
9593,This Party's Over,The Quakes,Western Bop,00:03:45,track
9594,Two Of Us,The Quakes,Western Bop,00:03:16,track
9595,Poor Pretty Girl,Albert Ginés,Unknown,00:02:01,track
9596,War Measure,Aoife O'Donovan,All My Friends,00:03:26,track
9597,The Right Time,Aoife O'Donovan,All My Friends,00:04:03,track
9598,Darker Tides,Black Vista,Black Vista 2,00:05:16,track
9599,Sadness (Is in the Air),Arms Grace,Summit,00:07:11,track
9600,Forgotten Desires,Black Vista,Black Vista 2,00:04:48,track
9601,Lucky,Black Vista,Black Vista 2,00:03:07,track
9602,Red Angel,Black Vista,Black Vista 2,00:04:09,track
9603,Catalina,Chris Casello,Surfin' Hayride,00:02:48,track
9604,Jolene,Chris Casello,Surfin' Hayride,00:03:20,track
9605,One Night In Nashville,Dominic Halpin,Unknown,00:03:38,track
9606,Where I'm From,Dropkick,Patchwork (Expanded Version),00:03:10,track
9607,Spider (feat. The Lostines),Esther Rose,Safe 2 Run (versions),00:03:13,track
9608,A Separation,Hannah White,Sweet Revolution,00:03:57,track
9609,Chains of Ours,Hannah White,Sweet Revolution,00:04:16,track
9610,One Night Stand,Hannah White,Sweet Revolution,00:04:09,track
9611,Ordinary Woman,Hannah White,Sweet Revolution,00:04:46,track
9612,Smoke Signals,Harmonica Lewinski,Super Hot,00:06:10,track
9613,Love Is A Place,Jaime Wyatt,Feel Good,00:03:06,track
9614,Moonlighter,Jaime Wyatt,Feel Good,00:04:06,track
9615,World Worth Keeping,Jaime Wyatt,Feel Good,00:06:33,track
9616,Where The Damned Only Go,Jaime Wyatt,Feel Good,00:04:41,track
9617,Jealous Heart,Jenny Don't and the Spurs,Broken Hearted Blue,00:02:53,track
9618,Die Blue,Karen Lawrence,The Blues Is Back,00:05:27,track
9619,Easy,Karen Lawrence,The Blues Is Back,00:04:28,track
9620,All My Friends,Katie Pruitt,Mantras (Deluxe),00:03:18,track
9621,Blood Related,Katie Pruitt,Mantras (Deluxe),00:03:41,track
9622,"White Lies, White Jesus And You",Katie Pruitt,Mantras (Deluxe),00:04:25,track
9623,Worst Case Scenario,Katie Pruitt,Mantras (Deluxe),00:03:27,track
9624,Are We Free,Kerri Powers,Love Is Why,00:03:56,track
9625,Someone Else's Prayer,Kerri Powers,Love Is Why,00:04:26,track
9626,Horsefly,Lauren O'Connell,Everything Feels Ridiculous,00:03:46,track
9627,Wine & Spirits,Kerri Powers,Love Is Why,00:04:41,track
9628,Take It For Granted,Leilani Kilgore,Unknown,00:04:59,track
9629,The Best Is Yet to Come (432),Lisa Marshall,Unknown,00:04:40,track
9630,The End Of The World,Lorrie Morgan & Pam Tillis,COME SEE ME AND COME LONELY,00:03:08,track
9631,Sunday Morning Hustle,Los Abismos,That Surf Thing,00:02:40,track
9632,Ain't Enough Whiskey,Jaime Wyatt,Feel Good,00:04:47,track
9633,Althea,Jaime Wyatt,Feel Good,00:04:12,track
9634,Reef Break,"Los Fuckin´ Surfer Smokers, The Atlantics",En vivo!,00:02:58,track
9635,How Deep Is Your Love,Los Reverb,La Invasión del Dr.Reverb,00:03:30,track
9636,Stomp Dream,Los Surfer Compadres,Unknown,00:03:33,track
9637,Gold,Louisa Stancioff,When We Were Looking,00:04:03,track
9638,Cigarette,Louisa Stancioff,When We Were Looking,00:04:41,track
9639,Nobody's Watching,Louisa Stancioff,When We Were Looking,00:04:07,track
9640,"If Not Today, Tomorrow",Manic Vila,Breezy Strut,00:02:16,track
9641,Have a Great Day,Manic Vila,Breezy Strut,00:02:46,track
9642,Beautiful People,Melanie,Crystal Palace 1972,00:03:16,track
9643,Boy Next Door,Melanie,One Night Only – The Eagle Mountain House,00:05:11,track
9644,Brand New Key,Melanie,One Night Only – The Eagle Mountain House,00:07:15,track
9645,Champagne Song,Melanie,One Night Only – The Eagle Mountain House,00:05:38,track
9646,Clock Strikes Twelve,Melanie,One Night Only – The Eagle Mountain House,00:06:10,track
9647,Cyclone,Melanie,One Night Only – The Eagle Mountain House,00:05:02,track
9648,Damn Ol Apathy,Melanie,One Night Only – The Eagle Mountain House,00:05:25,track
9649,Groundhog Day,Melanie,One Night Only – The Eagle Mountain House,00:03:08,track
9650,It Don’t Matter Now,Melanie,One Night Only – The Eagle Mountain House,00:07:44,track
9651,It's Not A Job,Melanie,One Night Only – The Eagle Mountain House,00:04:58,track
9652,Just Can’t Do It (Sing Along),Melanie,One Night Only – The Eagle Mountain House,00:03:53,track
9653,Lay Down (Candles In The Rain),Melanie,One Night Only – The Eagle Mountain House,00:04:41,track
9654,"Look What They’ve Done To My Song, Ma",Melanie,One Night Only – The Eagle Mountain House,00:05:59,track
9655,Mushroom Joke,Melanie,One Night Only – The Eagle Mountain House,00:03:11,track
9656,Roadburn,Melanie,One Night Only – The Eagle Mountain House,00:03:58,track
9657,Psychotherapy,Melanie,Crystal Palace 1972,00:03:19,track
9658,Running After Love,Melanie,One Night Only – The Eagle Mountain House,00:04:03,track
9659,Stand By Me,Melanie,One Night Only – The Eagle Mountain House,00:06:41,track
9660,...anyway,Molly Starlite & the Sputniks,Don't Light The Dynamite,00:03:37,track
9661,"So Long, Farewell, Goodbye",Molly Starlite & the Sputniks,Don't Light The Dynamite,00:03:51,track
9662,They Say,Molly Starlite & the Sputniks,Unknown,00:04:04,track
9663,California Dreaming,MrJuan,Plays Surfing Guitar,00:02:42,track
9664,Runaway Train,Sarah Jarosz,Polaroid Lovers (Deluxe Edition),00:03:01,track
9665,Mezcal And Lime,Sarah Jarosz,Polaroid Lovers (Deluxe Edition),00:05:08,track
9666,I’ll Come Off The Mountain,Sierra Ferrell,Trail Of Flowers (Deluxe Edition),00:01:45,track
9667,No Letter,Sierra Ferrell,Trail Of Flowers (Deluxe Edition),00:02:22,track
9668,When The Lights Go Out,Sarah Jarosz,Polaroid Lovers (Deluxe Edition),00:03:16,track
9669,The Gothfather,Jay Poisön and the Bat People,Planet of the Bat People,00:02:47,track
9670,"Fortune, Glory, Pleasure and Pain",Raygun Cowboys,"Fortune and Glory, Pleasure and Pain",00:03:28,track
9671,Had To Go,Raygun Cowboys,"Fortune and Glory, Pleasure and Pain",00:03:24,track
9672,Haunted Eyes,Raygun Cowboys,"Fortune and Glory, Pleasure and Pain",00:02:46,track
9673,I Hung My Head,Raygun Cowboys,"Fortune and Glory, Pleasure and Pain",00:03:39,track
9674,Never Walk Alone,Raygun Cowboys,"Fortune and Glory, Pleasure and Pain",00:03:40,track
9675,Kill Me,Raygun Cowboys,"Fortune and Glory, Pleasure and Pain",00:03:46,track
9676,Strange Times,Raygun Cowboys,"Fortune and Glory, Pleasure and Pain",00:03:05,track
9677,Workin' For Nothin',Raygun Cowboys,"Fortune and Glory, Pleasure and Pain",00:03:35,track
9678,All For The Love Of Rock N' Roll,Robert Gordon,All For The Love Of Rock N' Roll,00:03:17,track
9679,"Attacked, Seduced And Abandoned",Robert Gordon,All For The Love Of Rock N' Roll,00:03:05,track
9680,Goodbye Baby,Robert Gordon,All For The Love Of Rock N' Roll,00:02:08,track
9681,Beside You,Robert Gordon,All For The Love Of Rock N' Roll,00:03:59,track
9682,Have I The Right,Robert Gordon,All For The Love Of Rock N' Roll,00:02:45,track
9683,I Found You,Robert Gordon,All For The Love Of Rock N' Roll,00:02:20,track
9684,I Need You Girl,Robert Gordon,All For The Love Of Rock N' Roll,00:03:03,track
9685,It's Only Make Believe,Robert Gordon,All For The Love Of Rock N' Roll,00:02:30,track
9686,Love & Trouble,Robert Gordon,All For The Love Of Rock N' Roll,00:03:32,track
9687,Middle Of The Night,Robert Gordon,All For The Love Of Rock N' Roll,00:02:52,track
9688,Slash,Robert Gordon,All For The Love Of Rock N' Roll,00:02:33,track
9689,Movin' Too Slow,Robert Gordon,All For The Love Of Rock N' Roll,00:02:44,track
9690,Prove It,Robert Gordon,All For The Love Of Rock N' Roll,00:04:50,track
9691,You Stepped In It Now,Robert Gordon,All For The Love Of Rock N' Roll,00:03:23,track
9692,Days Can Turn Around,Sarah Jarosz,Polaroid Lovers (Deluxe Edition),00:03:58,track
9693,Dying Ember,Sarah Jarosz,Polaroid Lovers (Deluxe Edition),00:03:38,track
9694,Pouppée De Cire Pouppée De Son,The Hillbilly Moon Explosion,By Popular Demand,00:02:36,track
9695,Fireworks Factory,The Isotopes,Fireworks Factory,00:03:12,track
9696,"Cram It With Walnuts, Ugly",The Isotopes,Fireworks Factory,00:03:13,track
9697,One Man's Trash,The Jaydees,Solitude,00:03:09,track
9698,The Flesh Is Weak,The Jaydees,Solitude,00:07:21,track
9699,Blistered,The Legendary Raw Deal,The Wolftone Sessions,00:03:13,track
9700,Git Along,The Legendary Raw Deal,The Wolftone Sessions,00:03:02,track
9701,Up Jumped the Devil,The Legendary Raw Deal,The Wolftone Sessions,00:02:30,track
9702,Rev a Little Harder,The Legendary Raw Deal,The Wolftone Sessions,00:03:30,track
9703,Swinging it Around,The Legendary Raw Deal,The Wolftone Sessions,00:03:30,track
9704,Voodoo Woman,The Legendary Raw Deal,The Wolftone Sessions,00:02:23,track
9705,40 Days a Rotting,The Meteors,40 Days a Rotting,00:03:00,track
9706,Murder Party,The Meteors,40 Days a Rotting,00:03:17,track
9707,Same Water,The Secret Sisters,"Mind, Man, Medicine",00:04:20,track
9708,All the Ways (feat. Ray LaMontagne),The Secret Sisters,"Mind, Man, Medicine",00:03:39,track
9709,The Clown,The Soapbox Saints,PLAY IT COOL,00:03:23,track
9710,So Far Away (Dire Straits),Town Mountain,Dance Me Down Easy: The Woodstock Sessions EP,00:03:41,track
9711,Full Contact Surf,Waikiki Makaki,Rhino Blues / Full Contact Surf single,00:02:45,track
9712,Rhino Blues,Waikiki Makaki,Rhino Blues / Full Contact Surf single,00:03:28,track
9713,Magic Pill,Zoe FitzGerald Carter,Before The Machine,00:03:10,track
9714,Forgotten But Not Gone,Big Fancy & The Shiddy Cowboys,The Legendary Loser Wins Again,00:02:49,track
9715,El Gringo,Cowabunghouls,"Guac, Don’t Run",00:02:26,track
9716,House of the Rising Surf,Cowabunghouls,Cowabunghouls (EP),00:02:02,track
9717,California Dreamin’,Cowabunghouls,Cowabunghouls (EP),00:02:20,track
9718,Fictional Love,CULEBRA & THEE EVOLUTION SURF SCHOOL,FICTIONAL SOUNDS,00:02:58,track
9719,O Gimme Blood,Harvey McLaughlin,Unknown,00:02:54,track
9720,Bones,Heather Little,By Now,00:03:16,track
9721,California Queen,Heather Little,By Now,00:04:02,track
9722,Saint Christopher,Heather Little,By Now,00:03:17,track
9723,Razor Wire,Heather Little,By Now,00:04:09,track
9724,Sunset Inn,Heather Little,By Now,00:04:51,track
9725,This Life Without You,Heather Little,By Now,00:05:30,track
9726,Transistor Radio,Heather Little,By Now,00:06:17,track
9727,Fantasia,Japanese Television,Automata Exotica,00:04:36,track
9728,Golden Birds,Japanese Television,Automata Exotica,00:03:33,track
9729,(I Want) The Real Thing (Chip Taylor cover),Jeffrey Silverstein,Aquarium Drunkard's Lagniappe Session,00:02:42,track
9730,Pain In My Heart,Jenny Don't and the Spurs,Broken Hearted Blue,00:03:29,track
9731,Anyway It's Not That Bad,Lauren O'Connell,Everything Feels Ridiculous,00:03:51,track
9732,Everything Feels Ridiculous,Lauren O'Connell,Everything Feels Ridiculous,00:03:14,track
9733,Approach Me Now,Lauren O'Connell,Everything Feels Ridiculous,00:03:47,track
9734,Jacket?,Lauren O'Connell,Everything Feels Ridiculous,00:03:43,track
9735,Know You,Lauren O'Connell,Everything Feels Ridiculous,00:02:32,track
9736,Black Wolf Blues,Margo Price,Strays II,00:03:59,track
9737,Burn Whatever’s Left,Margo Price,Strays II,00:05:26,track
9738,Homesick,Margo Price,Strays II,00:04:28,track
9739,Happy Trails,Slowey and The Boats,Slowey Goes West,00:02:32,track
9740,Where Did We Go Wrong,Margo Price,Strays II,00:04:31,track
9741,Are You Happy,Maya de Vitry,Infinite EP,00:06:21,track
9742,Bobby,Rachael Kilgour,My Father Loved Me,00:04:11,track
9743,Family Secrets,Rachael Kilgour,My Father Loved Me,00:03:48,track
9744,Dad Worked Hard,Rachael Kilgour,My Father Loved Me,00:04:04,track
9745,Heart On Fire,Rachael Kilgour,My Father Loved Me,00:04:35,track
9746,Ghost of My Father,Rachael Kilgour,My Father Loved Me,00:05:53,track
9747,My Father Loved Me,Rachael Kilgour,My Father Loved Me,00:04:26,track
9748,How I Was Made,Rachael Kilgour,My Father Loved Me,00:05:00,track
9749,Ontario,Rachael Kilgour,My Father Loved Me,00:05:50,track
9750,Change Is in the Form,Rosali,Bite Down,00:04:07,track
9751,The Smell of Autumn Leaves,Rachael Kilgour,My Father Loved Me,00:05:14,track
9752,Hopeless,Rosali,Bite Down,00:03:45,track
9753,Is It Too Late,Rosali,Bite Down,00:03:47,track
9754,My Kind,Rosali,Bite Down,00:03:46,track
9755,Egg Burrito N°4,Sant Anna Bay Coconuts,"The Pineapple Parade (LP/CD/digital, 2024) - SC042",00:03:10,track
9756,High In The Mountains,Sant Anna Bay Coconuts,"The Pineapple Parade (LP/CD/digital, 2024) - SC042",00:03:10,track
9757,Satanica Pandemonia II,Sant Anna Bay Coconuts,"The Pineapple Parade (LP/CD/digital, 2024) - SC042",00:03:35,track
9758,Tiki Polka,Sant Anna Bay Coconuts,"The Pineapple Parade (LP/CD/digital, 2024) - SC042",00:02:45,track
9759,Redemption of the River Witch (Radio Edit),Sheverb,She Rides Again,00:03:35,track
9760,Bear With Me,The Secret Sisters,"Mind, Man, Medicine",00:04:02,track
9761,I Can Never Be Without You Anymore,The Secret Sisters,"Mind, Man, Medicine",00:03:21,track
9762,If the World Was a House,The Secret Sisters,"Mind, Man, Medicine",00:04:27,track
9763,Never Walk Away,The Secret Sisters,"Mind, Man, Medicine",00:02:19,track
9764,I Needed You,The Secret Sisters,"Mind, Man, Medicine",00:03:34,track
9765,Planted,The Secret Sisters,"Mind, Man, Medicine",00:03:27,track
9766,Paperweight,The Secret Sisters,"Mind, Man, Medicine",00:03:14,track
9767,Space,The Secret Sisters,"Mind, Man, Medicine",00:03:57,track
9768,Once I Was A Cowboy,Joel White,Once I Was A Cowboy,00:04:19,track
9769,Holidays And Yesterdays,Lori Hardman,2023,00:03:51,track
9770,I'm Getting Married to The War,Grace Cummings,Ramona,00:05:00,track
9771,Work Today (and Tomorrow),Grace Cummings,Ramona,00:04:21,track
9772,Blue Dream Carolina,John Moreland,Visitor,00:03:43,track
9773,Silver Sliver,John Moreland,Visitor,00:02:20,track
9774,One Man Holds The World Hostage,John Moreland,Visitor,00:03:44,track
9775,Ride With Me,Larry Campbell & Teresa Williams,All This Time,00:03:27,track
9776,All This Time,Larry Campbell & Teresa Williams,All This Time,00:03:45,track
9777,The Way You Make Me Feel,Larry Campbell & Teresa Williams,All This Time,00:03:22,track
9778,"Control, the Idle Youth, and Repose",Matt Holubowski,"Somewhere, Someone",00:04:51,track
9779,A Night In The Tombs,The Meteors,Skull N Bones & The Curse Of Blood N Bones,00:03:34,track
9780,All I Can Do Is Cry,The Meteors,Skull N Bones & The Curse Of Blood N Bones,00:03:58,track
9781,Alligator Man 2020,The Meteors,Skull N Bones & The Curse Of Blood N Bones,00:02:56,track
9782,All I Do,The Meteors,Skull N Bones & The Curse Of Blood N Bones,00:04:42,track
9783,Changeling,The Meteors,Skull N Bones & The Curse Of Blood N Bones,00:04:16,track
9784,Chasing Evil,The Meteors,Skull N Bones & The Curse Of Blood N Bones,00:03:02,track
9785,Dateless Nights (Zed Mix),The Meteors,Skull N Bones & The Curse Of Blood N Bones,00:02:01,track
9786,Creature,The Meteors,Skull N Bones & The Curse Of Blood N Bones,00:03:41,track
9787,Get Back In The Swamp (And Jump),The Meteors,Skull N Bones & The Curse Of Blood N Bones,00:03:36,track
9788,Guilty As Charged (Sense Of Humor Mix),The Meteors,Skull N Bones & The Curse Of Blood N Bones,00:03:00,track
9789,Little Hellcat,The Meteors,Skull N Bones & The Curse Of Blood N Bones,00:02:53,track
9790,More Demons Than Most,The Meteors,Skull N Bones & The Curse Of Blood N Bones,00:03:36,track
9791,She's My Witch,The Meteors,Skull N Bones & The Curse Of Blood N Bones,00:02:30,track
9792,Skull N Bones,The Meteors,Skull N Bones & The Curse Of Blood N Bones,00:04:14,track
9793,You Used To Be (The Usual Suspects),The Meteors,Skull N Bones & The Curse Of Blood N Bones,00:03:46,track
9794,The Queen Of Zorch,The Meteors,Skull N Bones & The Curse Of Blood N Bones,00:03:43,track
9795,Twisted,The Meteors,Skull N Bones & The Curse Of Blood N Bones,00:03:14,track
9796,The Night Comes With Me,The Meteors,Skull N Bones & The Curse Of Blood N Bones,00:03:58,track
9797,Zombie Noise (Rockin Zombie Mix),The Meteors,Skull N Bones & The Curse Of Blood N Bones,00:02:16,track
9798,Sun Without the Heat,Leyla McCalla,Sun Without the Heat,00:02:46,track
9799,Throw Away The Moon,Rachel Baiman & Caroline Spence,Unknown,00:03:26,track
9800,I Won't Back Down,Sammy Kershaw,I Won't Back Down,00:03:00,track
9801,Heaven Forgive Me,Federale,Reverb & Seduction,00:04:54,track
9802,Seven Beers With The Wrong Woman,King Dude,Songs of The 1940s • Vol. 3 & 4,00:03:39,track
9803,A Tear,The Lostines,Meet the Lostines,00:03:02,track
9804,After Party,The Lostines,Meet the Lostines,00:03:08,track
9805,Come Back To My Arms,The Lostines,Meet the Lostines,00:04:33,track
9806,Neon Lights,The Lostines,Meet the Lostines,00:04:26,track
9807,No Mama Blues,The Lostines,Meet the Lostines,00:04:24,track
9808,Playing The Fool,The Lostines,Meet the Lostines,00:02:26,track
9809,Southwest Texas,The Lostines,Meet the Lostines,00:04:12,track
9810,Last Rendez Vous,Longboard Cruise Control,Counter Trails,00:02:30,track
9811,Lovers,Ukulena,Only Daddy Calls Me Marley,00:04:17,track
9812,Only Her Lover Can Love Her,Ukulena,Only Daddy Calls Me Marley,00:03:28,track
9813,Angels (In Wide Open Spaces),Mac Cornish,Never Made Much of a Lover,00:03:59,track
9814,Loma Prieta (in '89),Mac Cornish,Never Made Much of a Lover,00:04:07,track
9815,Sylvia Anne,Mac Cornish,Never Made Much of a Lover,00:04:00,track
9816,Greensleeves,X Ray Cat Trio,The Green Knight & Greensleeves,00:03:34,track
9817,Love yourself,Elisabeth Grey,Unknown,00:03:51,track
9818,I DON’T WANNA HEAR IT,Louis King,Little Devil!,00:04:39,track
9819,Sonido Cafajeste,Os Gatunos,Lokahi,00:02:41,track
9820,Fédon feat. Taj Mahal,Kaia Kater,Strange Medicine,00:03:45,track
9821,In Montreal feat. Allison Russell,Kaia Kater,Strange Medicine,00:03:34,track
